measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,val,upper,lower
"% Change in Number of Smokers, 1990-2019",146,Lebanon,1,Male,29,15+ years,1.324674951,1.551366588,1.117435283
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",146,Lebanon,1,Male,29,15+ years,0.25062446,0.365413653,0.143552973
"% Change in Number of Smokers, 1990-2019",146,Lebanon,2,Female,29,15+ years,1.915066819,2.634188648,1.31659092
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",146,Lebanon,2,Female,29,15+ years,0.450606902,0.802195532,0.158125961
"% Change in Number of Smokers, 1990-2019",146,Lebanon,3,Both,29,15+ years,1.514051338,1.774693169,1.274016568
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",146,Lebanon,3,Both,29,15+ years,0.314344901,0.444414508,0.194921889
"% Change in Number of Smokers, 1990-2019",147,Libya,1,Male,29,15+ years,1.32157637,1.568422061,1.091134316
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",147,Libya,1,Male,29,15+ years,0.00602375,0.107025338,-0.083692975
"% Change in Number of Smokers, 1990-2019",147,Libya,2,Female,29,15+ years,1.176695853,2.237545118,0.399040776
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",147,Libya,2,Female,29,15+ years,-0.021032727,0.384038449,-0.341811386
"% Change in Number of Smokers, 1990-2019",147,Libya,3,Both,29,15+ years,1.314052506,1.55094025,1.089041225
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",147,Libya,3,Both,29,15+ years,-0.059387867,0.028220151,-0.140429708
"% Change in Number of Smokers, 1990-2019",148,Morocco,1,Male,29,15+ years,0.200013251,0.336764869,0.08440108
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",148,Morocco,1,Male,29,15+ years,-0.331592448,-0.260577639,-0.393070247
"% Change in Number of Smokers, 1990-2019",148,Morocco,2,Female,29,15+ years,0.13979718,0.710675839,-0.275900851
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",148,Morocco,2,Female,29,15+ years,-0.313121614,0.010165483,-0.542663303
"% Change in Number of Smokers, 1990-2019",148,Morocco,3,Both,29,15+ years,0.195646907,0.32673141,0.077470622
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",148,Morocco,3,Both,29,15+ years,-0.324311541,-0.254356057,-0.386089509
"% Change in Number of Smokers, 1990-2019",149,Palestine,1,Male,29,15+ years,1.858441173,2.089160393,1.637493339
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",149,Palestine,1,Male,29,15+ years,-0.08483731,-0.020518525,-0.146752659
"% Change in Number of Smokers, 1990-2019",149,Palestine,2,Female,29,15+ years,2.012402778,3.106246361,1.123392808
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",149,Palestine,2,Female,29,15+ years,-0.032324666,0.289158102,-0.294498555
"% Change in Number of Smokers, 1990-2019",149,Palestine,3,Both,29,15+ years,1.867703523,2.096415112,1.639451177
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",149,Palestine,3,Both,29,15+ years,-0.044004917,0.023482249,-0.109317855
"% Change in Number of Smokers, 1990-2019",150,Oman,1,Male,29,15+ years,1.688021971,2.073456816,1.359665461
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",150,Oman,1,Male,29,15+ years,-0.24582042,-0.165050426,-0.324242467
"% Change in Number of Smokers, 1990-2019",150,Oman,2,Female,29,15+ years,1.665446712,2.814663553,0.807226944
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",150,Oman,2,Female,29,15+ years,-0.110099279,0.231117186,-0.373675295
"% Change in Number of Smokers, 1990-2019",150,Oman,3,Both,29,15+ years,1.68480627,2.059151152,1.342120996
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",150,Oman,3,Both,29,15+ years,-0.214127049,-0.125925975,-0.296333636
"% Change in Number of Smokers, 1990-2019",151,Qatar,1,Male,29,15+ years,6.446182245,7.667469446,5.379489231
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",151,Qatar,1,Male,29,15+ years,-0.041336279,0.085029757,-0.153925727
"% Change in Number of Smokers, 1990-2019",151,Qatar,2,Female,29,15+ years,4.422737582,7.377558619,2.3527618
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",151,Qatar,2,Female,29,15+ years,0.041422496,0.546858442,-0.328755435
"% Change in Number of Smokers, 1990-2019",151,Qatar,3,Both,29,15+ years,6.345763933,7.533446998,5.346106609
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",151,Qatar,3,Both,29,15+ years,0.011185053,0.138882858,-0.10002803
"% Change in Number of Smokers, 1990-2019",152,Saudi Arabia,1,Male,29,15+ years,3.449119716,3.954334729,2.99206827
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",152,Saudi Arabia,1,Male,29,15+ years,0.390167992,0.53613532,0.261767908
"% Change in Number of Smokers, 1990-2019",152,Saudi Arabia,2,Female,29,15+ years,3.33593465,5.328450074,1.825100555
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",152,Saudi Arabia,2,Female,29,15+ years,0.453292317,0.996316133,0.002410125
"% Change in Number of Smokers, 1990-2019",152,Saudi Arabia,3,Both,29,15+ years,3.437119378,3.928718488,3.014402268
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",152,Saudi Arabia,3,Both,29,15+ years,0.378249302,0.513875434,0.25646427
"% Change in Number of Smokers, 1990-2019",153,Syrian Arab Republic,1,Male,29,15+ years,0.198860033,0.313559586,0.092592508
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",153,Syrian Arab Republic,1,Male,29,15+ years,-0.164834409,-0.098434802,-0.233089043
"% Change in Number of Smokers, 1990-2019",153,Syrian Arab Republic,2,Female,29,15+ years,0.287117163,0.825583821,-0.158485327
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",153,Syrian Arab Republic,2,Female,29,15+ years,-0.232792383,0.060730313,-0.471138589
"% Change in Number of Smokers, 1990-2019",153,Syrian Arab Republic,3,Both,29,15+ years,0.208263697,0.322078896,0.094934856
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",153,Syrian Arab Republic,3,Both,29,15+ years,-0.232928971,-0.165523237,-0.298777741
"% Change in Number of Smokers, 1990-2019",154,Tunisia,1,Male,29,15+ years,0.503726483,0.616946573,0.397845663
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",154,Tunisia,1,Male,29,15+ years,-0.111308961,-0.049867623,-0.169875705
"% Change in Number of Smokers, 1990-2019",154,Tunisia,2,Female,29,15+ years,0.418304675,0.980801541,-0.03269734
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",154,Tunisia,2,Female,29,15+ years,-0.199017719,0.107569711,-0.435029385
"% Change in Number of Smokers, 1990-2019",154,Tunisia,3,Both,29,15+ years,0.496883695,0.610434716,0.394001964
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",154,Tunisia,3,Both,29,15+ years,-0.135439117,-0.075010421,-0.189223127
"% Change in Number of Smokers, 1990-2019",155,Turkey,1,Male,29,15+ years,0.339307017,0.424547515,0.254486351
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",155,Turkey,1,Male,29,15+ years,-0.218359867,-0.172159556,-0.263446497
"% Change in Number of Smokers, 1990-2019",155,Turkey,2,Female,29,15+ years,0.869406143,1.183175665,0.575092474
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",155,Turkey,2,Female,29,15+ years,0.145928758,0.334978281,-0.034768273
"% Change in Number of Smokers, 1990-2019",155,Turkey,3,Both,29,15+ years,0.458024268,0.546747371,0.365117009
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",155,Turkey,3,Both,29,15+ years,-0.134979472,-0.083584147,-0.189909398
"% Change in Number of Smokers, 1990-2019",156,United Arab Emirates,1,Male,29,15+ years,3.992463398,4.769889267,3.287065524
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",156,United Arab Emirates,1,Male,29,15+ years,-0.210080402,-0.108315194,-0.304733031
"% Change in Number of Smokers, 1990-2019",156,United Arab Emirates,2,Female,29,15+ years,5.141293814,8.148846521,2.90637702
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",156,United Arab Emirates,2,Female,29,15+ years,0.025799152,0.44115141,-0.269980596
"% Change in Number of Smokers, 1990-2019",156,United Arab Emirates,3,Both,29,15+ years,4.045322432,4.819271295,3.342653419
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",156,United Arab Emirates,3,Both,29,15+ years,-0.196189512,-0.101204777,-0.290533198
"% Change in Number of Smokers, 1990-2019",157,Yemen,1,Male,29,15+ years,1.787029529,2.109320844,1.466072902
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",157,Yemen,1,Male,29,15+ years,-0.046362973,0.052680213,-0.141137355
"% Change in Number of Smokers, 1990-2019",157,Yemen,2,Female,29,15+ years,2.04261837,3.190184275,1.177350417
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",157,Yemen,2,Female,29,15+ years,0.044136966,0.401547182,-0.240486544
"% Change in Number of Smokers, 1990-2019",157,Yemen,3,Both,29,15+ years,1.829555986,2.159419529,1.487603818
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",157,Yemen,3,Both,29,15+ years,-0.029025829,0.079768585,-0.131258336
"% Change in Number of Smokers, 1990-2019",158,South Asia,1,Male,29,15+ years,0.222122616,0.277898762,0.167382388
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",158,South Asia,1,Male,29,15+ years,-0.377559729,-0.350841073,-0.40401444
"% Change in Number of Smokers, 1990-2019",158,South Asia,2,Female,29,15+ years,0.380802292,0.679128654,0.129431314
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",158,South Asia,2,Female,29,15+ years,-0.341388721,-0.211278626,-0.457584032
"% Change in Number of Smokers, 1990-2019",158,South Asia,3,Both,29,15+ years,0.237291889,0.297159025,0.17829749
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",158,South Asia,3,Both,29,15+ years,-0.391476044,-0.363295464,-0.418512915
"% Change in Number of Smokers, 1990-2019",159,South Asia,1,Male,29,15+ years,0.222122616,0.277898762,0.167382388
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",159,South Asia,1,Male,29,15+ years,-0.377559729,-0.350841073,-0.40401444
"% Change in Number of Smokers, 1990-2019",159,South Asia,2,Female,29,15+ years,0.380802292,0.679128654,0.129431314
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",159,South Asia,2,Female,29,15+ years,-0.341388721,-0.211278626,-0.457584032
"% Change in Number of Smokers, 1990-2019",159,South Asia,3,Both,29,15+ years,0.237291889,0.297159025,0.17829749
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",159,South Asia,3,Both,29,15+ years,-0.391476044,-0.363295464,-0.418512915
"% Change in Number of Smokers, 1990-2019",160,Afghanistan,1,Male,29,15+ years,11.18369732,13.30361077,9.237652277
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",160,Afghanistan,1,Male,29,15+ years,2.045454446,2.541812124,1.58061783
"% Change in Number of Smokers, 1990-2019",160,Afghanistan,2,Female,29,15+ years,7.995783709,11.96045739,4.978032686
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",160,Afghanistan,2,Female,29,15+ years,1.786134516,2.853127506,0.933650313
"% Change in Number of Smokers, 1990-2019",160,Afghanistan,3,Both,29,15+ years,10.60683752,12.36641418,9.001943771
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",160,Afghanistan,3,Both,29,15+ years,2.213582445,2.681094828,1.766856714
"% Change in Number of Smokers, 1990-2019",161,Bangladesh,1,Male,29,15+ years,0.653935838,0.758253098,0.548638793
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",161,Bangladesh,1,Male,29,15+ years,-0.114091085,-0.062474468,-0.166503156
"% Change in Number of Smokers, 1990-2019",161,Bangladesh,2,Female,29,15+ years,0.820067082,1.446467693,0.306223114
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",161,Bangladesh,2,Female,29,15+ years,-0.27894952,-0.043589557,-0.47689824
"% Change in Number of Smokers, 1990-2019",161,Bangladesh,3,Both,29,15+ years,0.659740017,0.764230263,0.557166046
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",161,Bangladesh,3,Both,29,15+ years,-0.180137243,-0.133464774,-0.228025087
"% Change in Number of Smokers, 1990-2019",162,Bhutan,1,Male,29,15+ years,0.235892537,0.441559063,0.044947586
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",162,Bhutan,1,Male,29,15+ years,-0.12872056,-0.002283653,-0.240829414
"% Change in Number of Smokers, 1990-2019",162,Bhutan,2,Female,29,15+ years,0.476431453,1.144253928,-0.041211368
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",162,Bhutan,2,Female,29,15+ years,-0.046206171,0.315593929,-0.337728602
"% Change in Number of Smokers, 1990-2019",162,Bhutan,3,Both,29,15+ years,0.277231424,0.496132601,0.093342661
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",162,Bhutan,3,Both,29,15+ years,-0.116951285,0.006608252,-0.225827603
"% Change in Number of Smokers, 1990-2019",163,India,1,Male,29,15+ years,0.150052046,0.22049294,0.081155377
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",163,India,1,Male,29,15+ years,-0.409649319,-0.375544483,-0.44225908
"% Change in Number of Smokers, 1990-2019",163,India,2,Female,29,15+ years,0.404388852,0.814281975,0.062435834
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",163,India,2,Female,29,15+ years,-0.312475121,-0.128790491,-0.465980643
"% Change in Number of Smokers, 1990-2019",163,India,3,Both,29,15+ years,0.173419813,0.246240392,0.103316879
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",163,India,3,Both,29,15+ years,-0.414720327,-0.380017665,-0.447908177
"% Change in Number of Smokers, 1990-2019",164,Nepal,1,Male,29,15+ years,0.166488695,0.256230138,0.083166073
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",164,Nepal,1,Male,29,15+ years,-0.37017043,-0.325593187,-0.413733207
"% Change in Number of Smokers, 1990-2019",164,Nepal,2,Female,29,15+ years,-0.024832014,0.178314862,-0.205616001
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",164,Nepal,2,Female,29,15+ years,-0.53962117,-0.445890021,-0.619091554
"% Change in Number of Smokers, 1990-2019",164,Nepal,3,Both,29,15+ years,0.096688963,0.197155663,0.006972902
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",164,Nepal,3,Both,29,15+ years,-0.451024934,-0.401951957,-0.493611547
"% Change in Number of Smokers, 1990-2019",165,Pakistan,1,Male,29,15+ years,0.296220996,0.425283484,0.176259134
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",165,Pakistan,1,Male,29,15+ years,-0.391794295,-0.336418473,-0.442912112
"% Change in Number of Smokers, 1990-2019",165,Pakistan,2,Female,29,15+ years,0.452481058,1.019795173,0.030733275
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",165,Pakistan,2,Female,29,15+ years,-0.407217536,-0.18042278,-0.579878679
"% Change in Number of Smokers, 1990-2019",165,Pakistan,3,Both,29,15+ years,0.312306994,0.440272322,0.194114756
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",165,Pakistan,3,Both,29,15+ years,-0.412979743,-0.362029736,-0.46121241
"% Change in Number of Smokers, 1990-2019",166,Sub-Saharan Africa,1,Male,29,15+ years,0.772403167,0.824790418,0.7228903
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",166,Sub-Saharan Africa,1,Male,29,15+ years,-0.228066651,-0.205931155,-0.247027472
"% Change in Number of Smokers, 1990-2019",166,Sub-Saharan Africa,2,Female,29,15+ years,0.610811709,0.747342271,0.480013567
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",166,Sub-Saharan Africa,2,Female,29,15+ years,-0.341097441,-0.288743122,-0.391280003
"% Change in Number of Smokers, 1990-2019",166,Sub-Saharan Africa,3,Both,29,15+ years,0.746288169,0.791151453,0.698778937
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",166,Sub-Saharan Africa,3,Both,29,15+ years,-0.25914957,-0.240765137,-0.277232643
"% Change in Number of Smokers, 1990-2019",167,Central Sub-Saharan Africa,1,Male,29,15+ years,1.3989795,1.633192199,1.165156934
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",167,Central Sub-Saharan Africa,1,Male,29,15+ years,-0.064718202,0.018508341,-0.145512538
"% Change in Number of Smokers, 1990-2019",167,Central Sub-Saharan Africa,2,Female,29,15+ years,1.393777387,2.006293126,0.870164742
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",167,Central Sub-Saharan Africa,2,Female,29,15+ years,-0.047213529,0.189073707,-0.261305088
"% Change in Number of Smokers, 1990-2019",167,Central Sub-Saharan Africa,3,Both,29,15+ years,1.397017608,1.61953753,1.188820144
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",167,Central Sub-Saharan Africa,3,Both,29,15+ years,-0.051654213,0.031612739,-0.127214252
"% Change in Number of Smokers, 1990-2019",168,Angola,1,Male,29,15+ years,1.324754982,1.65914272,1.043603504
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",168,Angola,1,Male,29,15+ years,-0.132370004,-0.016128792,-0.232598203
"% Change in Number of Smokers, 1990-2019",168,Angola,2,Female,29,15+ years,1.840365009,3.011276839,0.975396428
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",168,Angola,2,Female,29,15+ years,-0.098720745,0.235293178,-0.365910602
"% Change in Number of Smokers, 1990-2019",168,Angola,3,Both,29,15+ years,1.378583082,1.702347494,1.101950839
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",168,Angola,3,Both,29,15+ years,-0.180617492,-0.084430663,-0.267765931
"% Change in Number of Smokers, 1990-2019",169,Central African Republic,1,Male,29,15+ years,0.501580286,0.748682055,0.276252934
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",169,Central African Republic,1,Male,29,15+ years,-0.258410805,-0.150875857,-0.360013876
"% Change in Number of Smokers, 1990-2019",169,Central African Republic,2,Female,29,15+ years,0.5031681,1.244549802,-0.021306141
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",169,Central African Republic,2,Female,29,15+ years,-0.261316119,0.04372111,-0.501846299
"% Change in Number of Smokers, 1990-2019",169,Central African Republic,3,Both,29,15+ years,0.498537405,0.730224698,0.288358502
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",169,Central African Republic,3,Both,29,15+ years,-0.257358236,-0.152399697,-0.357956586
"% Change in Number of Smokers, 1990-2019",170,Congo,1,Male,29,15+ years,2.381670289,2.941554047,1.926603601
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",170,Congo,1,Male,29,15+ years,0.287628397,0.476698716,0.137266207
"% Change in Number of Smokers, 1990-2019",170,Congo,2,Female,29,15+ years,1.965650542,3.488670538,0.751372665
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",170,Congo,2,Female,29,15+ years,0.202989935,0.756350514,-0.241195832
"% Change in Number of Smokers, 1990-2019",170,Congo,3,Both,29,15+ years,2.332405783,2.82956454,1.89826091
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",170,Congo,3,Both,29,15+ years,0.316448727,0.501424232,0.162528815
"% Change in Number of Smokers, 1990-2019",171,Democratic Republic of the Congo,1,Male,29,15+ years,1.411847117,1.739856586,1.105355905
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",171,Democratic Republic of the Congo,1,Male,29,15+ years,-0.059316983,0.05719924,-0.170655794
"% Change in Number of Smokers, 1990-2019",171,Democratic Republic of the Congo,2,Female,29,15+ years,1.22463692,2.243576004,0.479027168
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",171,Democratic Republic of the Congo,2,Female,29,15+ years,-0.064887161,0.34937567,-0.381512101
"% Change in Number of Smokers, 1990-2019",171,Democratic Republic of the Congo,3,Both,29,15+ years,1.397491303,1.713526713,1.111961999
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",171,Democratic Republic of the Congo,3,Both,29,15+ years,-0.024081036,0.095712652,-0.132945668
"% Change in Number of Smokers, 1990-2019",172,Equatorial Guinea,1,Male,29,15+ years,3.569194373,4.306477018,2.924944001
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",172,Equatorial Guinea,1,Male,29,15+ years,0.019252859,0.157028337,-0.106617276
"% Change in Number of Smokers, 1990-2019",172,Equatorial Guinea,2,Female,29,15+ years,2.50444723,4.87186137,0.943035188
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",172,Equatorial Guinea,2,Female,29,15+ years,0.042673037,0.582244405,-0.361876459
"% Change in Number of Smokers, 1990-2019",172,Equatorial Guinea,3,Both,29,15+ years,3.435646845,4.153061702,2.785706921
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",172,Equatorial Guinea,3,Both,29,15+ years,0.118376756,0.267775592,-0.01399919
"% Change in Number of Smokers, 1990-2019",173,Gabon,1,Male,29,15+ years,1.347106231,1.730569893,1.017917604
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",173,Gabon,1,Male,29,15+ years,0.172770362,0.352316596,0.014217842
"% Change in Number of Smokers, 1990-2019",173,Gabon,2,Female,29,15+ years,1.706640216,3.151040637,0.647687066
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",173,Gabon,2,Female,29,15+ years,0.260885696,0.843427096,-0.171375189
"% Change in Number of Smokers, 1990-2019",173,Gabon,3,Both,29,15+ years,1.386271241,1.747186969,1.075735001
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",173,Gabon,3,Both,29,15+ years,0.141541341,0.298307039,0.002596984
"% Change in Number of Smokers, 1990-2019",174,Eastern Sub-Saharan Africa,1,Male,29,15+ years,0.794919741,0.878430437,0.720932771
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",174,Eastern Sub-Saharan Africa,1,Male,29,15+ years,-0.236796104,-0.203974453,-0.264394698
"% Change in Number of Smokers, 1990-2019",174,Eastern Sub-Saharan Africa,2,Female,29,15+ years,0.988926476,1.218819708,0.774133738
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",174,Eastern Sub-Saharan Africa,2,Female,29,15+ years,-0.185554992,-0.096888928,-0.264918257
"% Change in Number of Smokers, 1990-2019",174,Eastern Sub-Saharan Africa,3,Both,29,15+ years,0.82165234,0.900269373,0.750959713
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",174,Eastern Sub-Saharan Africa,3,Both,29,15+ years,-0.229380766,-0.198830931,-0.256106624
"% Change in Number of Smokers, 1990-2019",175,Burundi,1,Male,29,15+ years,0.454530501,0.664209886,0.267475176
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",175,Burundi,1,Male,29,15+ years,-0.362606662,-0.284694572,-0.435415265
"% Change in Number of Smokers, 1990-2019",175,Burundi,2,Female,29,15+ years,0.437416216,1.070764598,-0.01806805
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",175,Burundi,2,Female,29,15+ years,-0.318609474,-0.042840874,-0.528632305
"% Change in Number of Smokers, 1990-2019",175,Burundi,3,Both,29,15+ years,0.445536473,0.634909858,0.265733384
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",175,Burundi,3,Both,29,15+ years,-0.320235765,-0.238164541,-0.398229698
"% Change in Number of Smokers, 1990-2019",176,Comoros,1,Male,29,15+ years,0.719089386,0.933713158,0.510006898
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",176,Comoros,1,Male,29,15+ years,-0.155851271,-0.056748747,-0.250411451
"% Change in Number of Smokers, 1990-2019",176,Comoros,2,Female,29,15+ years,0.754691651,1.654183591,0.109443892
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",176,Comoros,2,Female,29,15+ years,-0.062584598,0.352539523,-0.35095576
"% Change in Number of Smokers, 1990-2019",176,Comoros,3,Both,29,15+ years,0.717439821,0.935229047,0.519553268
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",176,Comoros,3,Both,29,15+ years,-0.138787613,-0.039200542,-0.226811201
"% Change in Number of Smokers, 1990-2019",177,Djibouti,1,Male,29,15+ years,2.642243768,3.060571486,2.260883596
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",177,Djibouti,1,Male,29,15+ years,0.15900325,0.276026742,0.056228639
"% Change in Number of Smokers, 1990-2019",177,Djibouti,2,Female,29,15+ years,2.600447574,4.212690642,1.429713932
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",177,Djibouti,2,Female,29,15+ years,0.144480043,0.610835094,-0.188012956
"% Change in Number of Smokers, 1990-2019",177,Djibouti,3,Both,29,15+ years,2.630138958,3.033046623,2.241870086
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",177,Djibouti,3,Both,29,15+ years,0.145120621,0.255845871,0.046578321
"% Change in Number of Smokers, 1990-2019",178,Eritrea,1,Male,29,15+ years,1.094643026,1.473843945,0.752933776
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",178,Eritrea,1,Male,29,15+ years,-0.21911103,-0.088288579,-0.334217863
"% Change in Number of Smokers, 1990-2019",178,Eritrea,2,Female,29,15+ years,0.98806289,1.962464144,0.235894286
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",178,Eritrea,2,Female,29,15+ years,-0.208319067,0.135120681,-0.487613888
"% Change in Number of Smokers, 1990-2019",178,Eritrea,3,Both,29,15+ years,1.085203419,1.456192418,0.758322415
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",178,Eritrea,3,Both,29,15+ years,-0.192958158,-0.063001461,-0.311516903
"% Change in Number of Smokers, 1990-2019",179,Ethiopia,1,Male,29,15+ years,0.964924668,1.297492833,0.674273045
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",179,Ethiopia,1,Male,29,15+ years,-0.154568634,-0.024812357,-0.26665599
"% Change in Number of Smokers, 1990-2019",179,Ethiopia,2,Female,29,15+ years,1.17296126,2.189815358,0.444887682
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",179,Ethiopia,2,Female,29,15+ years,-0.03303457,0.371012004,-0.332722253
"% Change in Number of Smokers, 1990-2019",179,Ethiopia,3,Both,29,15+ years,0.981856402,1.27868778,0.713007391
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",179,Ethiopia,3,Both,29,15+ years,-0.139867104,-0.016364588,-0.244566592
"% Change in Number of Smokers, 1990-2019",180,Kenya,1,Male,29,15+ years,0.686599202,0.884300403,0.500820243
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",180,Kenya,1,Male,29,15+ years,-0.358295658,-0.288365258,-0.421775536
"% Change in Number of Smokers, 1990-2019",180,Kenya,2,Female,29,15+ years,0.76096952,1.525301725,0.15076714
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",180,Kenya,2,Female,29,15+ years,-0.351704166,-0.099392774,-0.543895235
"% Change in Number of Smokers, 1990-2019",180,Kenya,3,Both,29,15+ years,0.690753844,0.873077682,0.504629288
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",180,Kenya,3,Both,29,15+ years,-0.360598557,-0.296170326,-0.422205144
"% Change in Number of Smokers, 1990-2019",181,Madagascar,1,Male,29,15+ years,0.572055556,0.758205578,0.394330869
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",181,Madagascar,1,Male,29,15+ years,-0.376862858,-0.309346141,-0.439537913
"% Change in Number of Smokers, 1990-2019",181,Madagascar,2,Female,29,15+ years,0.551515852,1.229532709,0.04309713
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",181,Madagascar,2,Female,29,15+ years,-0.401082916,-0.165410779,-0.576609219
"% Change in Number of Smokers, 1990-2019",181,Madagascar,3,Both,29,15+ years,0.567097494,0.733495992,0.394245571
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",181,Madagascar,3,Both,29,15+ years,-0.38091625,-0.319158869,-0.442312064
"% Change in Number of Smokers, 1990-2019",182,Malawi,1,Male,29,15+ years,1.009649122,1.245683182,0.794939408
